"station","date","time","wind_mph","vis_mi","weather","sky_cond","air_temp_F","dewpoint_F","air_temp_max_6h_F","air_temp_min_6h_F","rel_hum_perc","wind_chill_F","heat_indx_F","pres_alt_in","pres_sea_mb","precip_1hr_in","precip_3h_in","precip_6h_in","download_date","datetime"
"KCUB","2021-06-05","22:53","Calm","10","A Few Clouds","FEW110","74","70",NA,NA,"88%",NA,NA,"30.11","1019.2",NA,NA,NA,"2021-06-07","2021-06-05 22:53:00"
"KCUB","2021-06-05","23:53","S 3","10","Fair","CLR","74","70",NA,NA,"88%",NA,NA,"30.1","1018.8",NA,NA,NA,"2021-06-07","2021-06-05 23:53:00"
"KCUB","2021-06-06","00:53","Calm","10","Fair","CLR","74","70",NA,NA,"88%",NA,NA,"30.1","1018.8",NA,NA,NA,"2021-06-07","2021-06-06 00:53:00"
"KCUB","2021-06-06","01:53","Calm","10","Partly Cloudy","SCT009","73","70","76","73","90%",NA,NA,"30.09","1018.8",NA,NA,NA,"2021-06-07","2021-06-06 01:53:00"
"KCUB","2021-06-06","02:53","Calm","10","Fair","CLR","73","70",NA,NA,"90%",NA,NA,"30.09","1018.6",NA,NA,NA,"2021-06-07","2021-06-06 02:53:00"
"KCUB","2021-06-06","03:53","Calm","10","Partly Cloudy","SCT014","72","70",NA,NA,"94%",NA,NA,"30.09","1018.6",NA,NA,NA,"2021-06-07","2021-06-06 03:53:00"
"KCUB","2021-06-06","04:53","Calm","10","Overcast","OVC008","73","71",NA,NA,"94%",NA,NA,"30.09","1018.7",NA,NA,NA,"2021-06-07","2021-06-06 04:53:00"
"KCUB","2021-06-06","05:53","Calm","10","Overcast","OVC006","74","71",NA,NA,"91%",NA,NA,"30.1","1019",NA,NA,NA,"2021-06-07","2021-06-06 05:53:00"
"KCUB","2021-06-06","06:53","Calm","8","Overcast","OVC006","74","72",NA,NA,"94%",NA,NA,"30.12","1019.8",NA,NA,NA,"2021-06-07","2021-06-06 06:53:00"
"KCUB","2021-06-06","07:53","Calm","9","Overcast","SCT007 SCT012 OVC022","75","73","75","72","94%",NA,NA,"30.13","1020.1",NA,NA,NA,"2021-06-07","2021-06-06 07:53:00"
"KCUB","2021-06-06","08:53","Vrbl 3","10","Overcast","BKN007 BKN012 OVC027","76","73",NA,NA,"91%",NA,"76","30.15","1020.7",NA,NA,NA,"2021-06-07","2021-06-06 08:53:00"
"KCUB","2021-06-06","09:53","S 6","10","Overcast","BKN008 BKN013 OVC021","77","74",NA,NA,"90%",NA,"78","30.15","1020.9",NA,NA,NA,"2021-06-07","2021-06-06 09:53:00"
"KCUB","2021-06-06","10:53","S 3","10","Partly Cloudy","FEW010 SCT025","79","73",NA,NA,"82%",NA,"82","30.15","1020.6",NA,NA,NA,"2021-06-07","2021-06-06 10:53:00"
"KCUB","2021-06-06","11:53","Vrbl 3","10","Mostly Cloudy","BKN016 BKN024","81","73",NA,NA,"77%",NA,"86","30.14","1020.2",NA,NA,NA,"2021-06-07","2021-06-06 11:53:00"
"KCUB","2021-06-06","12:53","S 5","10","Partly Cloudy","FEW020 SCT032","84","72",NA,NA,"67%",NA,"90","30.12","1019.8",NA,NA,NA,"2021-06-07","2021-06-06 12:53:00"
"KCUB","2021-06-06","13:53","Vrbl 3","10","Fair","CLR","87","71","87","75","59%",NA,"93","30.1","1018.9",NA,NA,NA,"2021-06-07","2021-06-06 13:53:00"
"KCUB","2021-06-06","14:53","Calm","10","Partly Cloudy","SCT041 SCT055","90","69",NA,NA,"50%",NA,"95","30.07","1017.9",NA,NA,NA,"2021-06-07","2021-06-06 14:53:00"
"KCUB","2021-06-06","15:53","NW 6","10","Thunderstorm in Vicinity","SCT041 BKN060","81","75",NA,NA,"82%",NA,"87","30.08","1018.2","0.01",NA,NA,"2021-06-07","2021-06-06 15:53:00"
"KCUB","2021-06-06","16:53","Vrbl 5","10","Thunderstorm in Vicinity","BKN037","76","71",NA,NA,"85%",NA,"77","30.1","1019.1",NA,"0.01",NA,"2021-06-07","2021-06-06 16:53:00"
"KCUB","2021-06-06","17:53","Calm","2.5","Heavy Rain Fog/Mist","FEW039 BKN055 BKN075","76","72",NA,NA,"88%",NA,"76","30.09","1018.8","0.04",NA,NA,"2021-06-07","2021-06-06 17:53:00"
"KCUB","2021-06-06","18:53","SE 3","10","Fair","CLR","78","74",NA,NA,"87%",NA,"80","30.08","1018.5","0.02",NA,NA,"2021-06-07","2021-06-06 18:53:00"
"KCUB","2021-06-06","19:53","Calm","10","Fair","CLR","78","74","91","75","87%",NA,"80","30.09","1018.8",NA,NA,"0.07","2021-06-07","2021-06-06 19:53:00"
"KCUB","2021-06-06","20:53","S 5","10","Fair","CLR","76","74",NA,NA,"94%",NA,"76","30.12","1019.7",NA,NA,NA,"2021-06-07","2021-06-06 20:53:00"
"KCUB","2021-06-06","21:53","Calm","10","Partly Cloudy","FEW060 SCT090 SCT110","76","73",NA,NA,"91%",NA,"76","30.13","1020",NA,NA,NA,"2021-06-07","2021-06-06 21:53:00"
"KCUB","2021-06-06","22:53","Calm","10","Partly Cloudy","SCT120","75","74",NA,NA,"96%",NA,NA,"30.14","1020.3","0.01","0.01",NA,"2021-06-07","2021-06-06 22:53:00"
"KCUB","2021-06-06","23:53","Calm","8","Fair","CLR","75","73",NA,NA,"94%",NA,NA,"30.13","1020",NA,NA,NA,"2021-06-07","2021-06-06 23:53:00"
"KCUB","2021-06-07","00:53","Calm","9","Fair","CLR","75","73",NA,NA,"94%",NA,NA,"30.12","1019.7",NA,NA,NA,"2021-06-07","2021-06-07 00:53:00"
"KCUB","2021-06-07","01:53","Calm","9","Overcast","OVC015","75","74","78","75","96%",NA,NA,"30.13","1019.8",NA,NA,"0.01","2021-06-07","2021-06-07 01:53:00"
"KCUB","2021-06-07","02:53","Calm","8","Overcast","BKN006 OVC012","75","74",NA,NA,"96%",NA,NA,"30.13","1020",NA,NA,NA,"2021-06-07","2021-06-07 02:53:00"
"KCUB","2021-06-07","03:53","Calm","8","Overcast","OVC011","75","74",NA,NA,"96%",NA,NA,"30.13","1019.9",NA,NA,NA,"2021-06-07","2021-06-07 03:53:00"
"KCUB","2021-06-07","04:53","Calm","7","Mostly Cloudy","SCT005 BKN012","75","74",NA,NA,"96%",NA,NA,"30.14","1020.3",NA,NA,NA,"2021-06-07","2021-06-07 04:53:00"
"KCUB","2021-06-07","05:53","Calm","7","Overcast","FEW004 OVC013","75","74",NA,NA,"96%",NA,NA,"30.15","1020.6",NA,NA,NA,"2021-06-07","2021-06-07 05:53:00"
"KCUB","2021-06-07","06:53","Calm","6","Fog/Mist","SCT011","75","73",NA,NA,"94%",NA,NA,"30.15","1020.8",NA,NA,NA,"2021-06-07","2021-06-07 06:53:00"
"KCUB","2021-06-07","07:53","Calm","7","Partly Cloudy","FEW004 SCT013","76","74","76","75","94%",NA,"76","30.16","1021.2",NA,NA,NA,"2021-06-07","2021-06-07 07:53:00"
"KCUB","2021-06-07","08:53","S 5","9","Overcast","FEW006 OVC014","77","74",NA,NA,"90%",NA,"78","30.18","1021.9",NA,NA,NA,"2021-06-07","2021-06-07 08:53:00"
"KCUB","2021-06-07","09:53","S 5","10","Mostly Cloudy","BKN010 BKN016 BKN022","79","75",NA,NA,"88%",NA,"83","30.18","1021.8",NA,NA,NA,"2021-06-07","2021-06-07 09:53:00"
"KCUB","2021-06-07","10:53","S 6","10","Fair","CLR","82","74",NA,NA,"77%",NA,"88","30.18","1021.6",NA,NA,NA,"2021-06-07","2021-06-07 10:53:00"
"KCUB","2021-06-07","11:53","Vrbl 7","10","Partly Cloudy","SCT027","85","72",NA,NA,"65%",NA,"91","30.16","1021.1",NA,NA,NA,"2021-06-07","2021-06-07 11:53:00"
"KCUB","2021-06-07","12:53","Vrbl 7","10","A Few Clouds","FEW032","89","72",NA,NA,"57%",NA,"96","30.15","1020.6",NA,NA,NA,"2021-06-07","2021-06-07 12:53:00"
"KCUB","2021-06-07","13:53","S 9","10","Fair","CLR","90","70","90","76","52%",NA,"96","30.12","1019.7",NA,NA,NA,"2021-06-07","2021-06-07 13:53:00"
"KCUB","2021-06-07","14:53","SE 8","10","A Few Clouds","FEW041","91","70",NA,NA,"50%",NA,"97","30.08","1018.3",NA,NA,NA,"2021-06-07","2021-06-07 14:53:00"
"KCUB","2021-06-07","15:53","Vrbl 6","10","Fair","CLR","89","71",NA,NA,"55%",NA,"95","30.06","1017.7",NA,NA,NA,"2021-06-07","2021-06-07 15:53:00"
"KCUB","2021-06-07","16:53","S 16 G 31","3","Thunderstorm in Vicinity Haze","SCT031 BKN044 BKN055","83","71",NA,NA,"67%",NA,"88","30.09","1018.7",NA,NA,NA,"2021-06-08","2021-06-07 16:53:00"
"KCUB","2021-06-07","17:53","Vrbl 3","10","Thunderstorm","SCT100","76","71",NA,NA,"85%",NA,"77","30.11","1019.5","0.8",NA,NA,"2021-06-08","2021-06-07 17:53:00"
"KCUB","2021-06-07","18:53","Calm","6","Light Rain Fog/Mist","BKN070 OVC090","76","73",NA,NA,"91%",NA,"76","30.13","1020","0.14",NA,NA,"2021-06-08","2021-06-07 18:53:00"
"KCUB","2021-06-07","19:53","Calm","2","Rain Fog/Mist","BKN013 BKN090 OVC110","75","73","91","73","94%",NA,NA,"30.16","1021","0.08",NA,"1.02","2021-06-08","2021-06-07 19:53:00"
"KCUB","2021-06-07","20:53","Calm","6","Light Rain Fog/Mist","BKN100","75","74",NA,NA,"96%",NA,NA,"30.15","1020.8","0.15",NA,NA,"2021-06-08","2021-06-07 20:53:00"
"KCUB","2021-06-07","21:53","SW 7","6","Light Rain Fog/Mist","SCT010 OVC110","73","71",NA,NA,"94%",NA,NA,"30.17","1021.4","0.04",NA,NA,"2021-06-08","2021-06-07 21:53:00"
"KCUB","2021-06-07","22:53","Calm","5","Rain Fog/Mist","OVC110","73","71",NA,NA,"94%",NA,NA,"30.18","1021.6","0.1","0.29",NA,"2021-06-08","2021-06-07 22:53:00"
"KCUB","2021-06-07","23:53","S 3","10","Partly Cloudy","SCT110","73","71",NA,NA,"94%",NA,NA,"30.18","1021.7","0.03",NA,NA,"2021-06-08","2021-06-07 23:53:00"
"KCUB","2021-06-08","00:53","Calm","10","Partly Cloudy","SCT110","73","72",NA,NA,"96%",NA,NA,"30.18","1021.7",NA,NA,NA,"2021-06-08","2021-06-08 00:53:00"
"KCUB","2021-06-08","01:53","S 3","10","Partly Cloudy","FEW080 SCT110","73","71","75","73","94%",NA,NA,"30.17","1021.3",NA,NA,"0.32","2021-06-08","2021-06-08 01:53:00"
"KCUB","2021-06-08","02:53","Calm","10","Fair","CLR","73","71",NA,NA,"94%",NA,NA,"30.16","1021",NA,NA,NA,"2021-06-08","2021-06-08 02:53:00"
"KCUB","2021-06-08","03:53","Calm","10","Mostly Cloudy","BKN009","73","71",NA,NA,"94%",NA,NA,"30.15","1020.8",NA,NA,NA,"2021-06-08","2021-06-08 03:53:00"
"KCUB","2021-06-08","04:53","Calm","10","Mostly Cloudy","BKN009","73","71",NA,NA,"94%",NA,NA,"30.15","1020.7",NA,NA,NA,"2021-06-08","2021-06-08 04:53:00"
"KCUB","2021-06-08","05:53","Calm","10","Overcast","OVC008","73","71",NA,NA,"94%",NA,NA,"30.16","1021.2",NA,NA,NA,"2021-06-08","2021-06-08 05:53:00"
"KCUB","2021-06-08","06:53","Calm","10","Mostly Cloudy","BKN011 BKN055","73","71",NA,NA,"94%",NA,NA,"30.18","1021.9",NA,NA,NA,"2021-06-08","2021-06-08 06:53:00"
"KCUB","2021-06-08","07:53","Calm","10","Mostly Cloudy","SCT047 BKN060","74","72","74","72","94%",NA,NA,"30.21","1022.7",NA,NA,NA,"2021-06-08","2021-06-08 07:53:00"
"KCUB","2021-06-08","08:53","Calm","10","Mostly Cloudy","BKN036 BKN045","74","72",NA,NA,"94%",NA,NA,"30.22","1023.1",NA,NA,NA,"2021-06-08","2021-06-08 08:53:00"
"KCUB","2021-06-08","09:53","Calm","10","Overcast","FEW010 BKN040 OVC050","76","72",NA,NA,"88%",NA,"76","30.22","1023.3",NA,NA,NA,"2021-06-08","2021-06-08 09:53:00"
"KCUB","2021-06-08","10:53","S 7","3","Light Rain Fog/Mist","SCT005 BKN013 OVC029","75","73",NA,NA,"94%",NA,NA,"30.23","1023.5","0.06","0.06",NA,"2021-06-08","2021-06-08 10:53:00"
"KCUB","2021-06-08","11:53","S 3","9","Light Rain","BKN032 OVC041","74","73",NA,NA,"97%",NA,NA,"30.23","1023.4","0.23",NA,NA,"2021-06-08","2021-06-08 11:53:00"
"KCUB","2021-06-08","12:53","Calm","10","Partly Cloudy","FEW007 SCT032","80","74",NA,NA,"82%",NA,"85","30.2","1022.5","0.04",NA,NA,"2021-06-09","2021-06-08 12:53:00"
"KCUB","2021-06-08","13:53","S 7","10","Partly Cloudy","SCT014","82","74","82","73","77%",NA,"88","30.2","1022.2",NA,NA,"0.33","2021-06-09","2021-06-08 13:53:00"
"KCUB","2021-06-08","14:53","Vrbl 7","10","Mostly Cloudy","FEW045 SCT070 BKN090","76","73",NA,NA,"91%",NA,"76","30.2","1022.4","0.02",NA,NA,"2021-06-09","2021-06-08 14:53:00"
"KCUB","2021-06-08","15:53","SW 7","10","Fair","CLR","76","71",NA,NA,"85%",NA,"77","30.18","1021.9",NA,NA,NA,"2021-06-09","2021-06-08 15:53:00"
"KCUB","2021-06-08","16:53","Calm","10","Fair","CLR","76","71",NA,NA,"85%",NA,"77","30.15","1020.7",NA,"0.02",NA,"2021-06-09","2021-06-08 16:53:00"
"KCUB","2021-06-08","17:53","SE 3","10","Partly Cloudy","FEW060 SCT090","76","72",NA,NA,"88%",NA,"76","30.14","1020.3",NA,NA,NA,"2021-06-09","2021-06-08 17:53:00"
"KCUB","2021-06-08","18:53","S 5","10","Fair","CLR","77","73",NA,NA,"88%",NA,"78","30.13","1020",NA,NA,NA,"2021-06-09","2021-06-08 18:53:00"
"KCUB","2021-06-08","19:53","Calm","10","Fair","CLR","76","73","82","76","91%",NA,"76","30.14","1020.5",NA,NA,"0.02","2021-06-09","2021-06-08 19:53:00"
"KCUB","2021-06-08","20:53","Calm","10","Fair","CLR","76","73",NA,NA,"91%",NA,"76","30.16","1021.1",NA,NA,NA,"2021-06-09","2021-06-08 20:53:00"
"KCUB","2021-06-08","21:53","S 3","10","Fair","CLR","75","73",NA,NA,"94%",NA,NA,"30.16","1021.2",NA,NA,NA,"2021-06-09","2021-06-08 21:53:00"
"KCUB","2021-06-08","22:53","Calm","10","A Few Clouds","FEW038","74","72",NA,NA,"94%",NA,NA,"30.19","1022",NA,NA,NA,"2021-06-09","2021-06-08 22:53:00"
"KCUB","2021-06-08","23:53","Calm","10","Fair","CLR","74","71",NA,NA,"91%",NA,NA,"30.17","1021.5",NA,NA,NA,"2021-06-09","2021-06-08 23:53:00"
"KCUB","2021-06-09","00:53","SW 3","10","Fair","CLR","73","71",NA,NA,"94%",NA,NA,"30.16","1021.2",NA,NA,NA,"2021-06-09","2021-06-09 00:53:00"
"KCUB","2021-06-09","01:53","Calm","10","Fair","CLR","73","71","76","72","94%",NA,NA,"30.15","1020.7",NA,NA,NA,"2021-06-09","2021-06-09 01:53:00"
"KCUB","2021-06-09","02:53","Calm","10","Fair","CLR","72","70",NA,NA,"94%",NA,NA,"30.13","1020.2",NA,NA,NA,"2021-06-09","2021-06-09 02:53:00"
"KCUB","2021-06-09","03:53","Calm","10","Fair","CLR","71","70",NA,NA,"96%",NA,NA,"30.12","1019.8",NA,NA,NA,"2021-06-09","2021-06-09 03:53:00"
"KCUB","2021-06-09","04:53","Calm","10","Fair","CLR","71","69",NA,NA,"94%",NA,NA,"30.13","1020",NA,NA,NA,"2021-06-09","2021-06-09 04:53:00"
"KCUB","2021-06-09","05:53","S 3","10","Fair","CLR","70","69",NA,NA,"97%",NA,NA,"30.13","1020",NA,NA,NA,"2021-06-09","2021-06-09 05:53:00"
"KCUB","2021-06-09","06:53","Calm","10","Fair","CLR","71","69",NA,NA,"94%",NA,NA,"30.14","1020.6",NA,NA,NA,"2021-06-09","2021-06-09 06:53:00"
"KCUB","2021-06-09","07:53","Calm","10","Fair","CLR","73","70","74","70","90%",NA,NA,"30.16","1020.9",NA,NA,NA,"2021-06-09","2021-06-09 07:53:00"
"KCUB","2021-06-09","08:53","Vrbl 3","10","Fair","CLR","77","71",NA,NA,"82%",NA,"79","30.17","1021.4",NA,NA,NA,"2021-06-09","2021-06-09 08:53:00"
"KCUB","2021-06-09","09:53","W 8","10","A Few Clouds","FEW021","81","72",NA,NA,"74%",NA,"85","30.17","1021.5",NA,NA,NA,"2021-06-09","2021-06-09 09:53:00"
"KCUB","2021-06-09","10:53","SW 7","10","Partly Cloudy","SCT024","82","71",NA,NA,"69%",NA,"86","30.17","1021.3",NA,NA,NA,"2021-06-09","2021-06-09 10:53:00"
"KCUB","2021-06-09","11:53","SW 6","10","Mostly Cloudy","SCT030 BKN035","85","71",NA,NA,"63%",NA,"90","30.16","1021.1",NA,NA,NA,"2021-06-09","2021-06-09 11:53:00"
"KCUB","2021-06-09","12:53","Vrbl 5","10","Partly Cloudy","SCT036 SCT047","86","71",NA,NA,"61%",NA,"91","30.15","1020.6",NA,NA,NA,"2021-06-09","2021-06-09 12:53:00"
"KCUB","2021-06-09","13:53","W 10","10","A Few Clouds","FEW039","89","70","89","73","53%",NA,"94","30.13","1019.9",NA,NA,NA,"2021-06-09","2021-06-09 13:53:00"
"KCUB","2021-06-09","14:53","SW 7","10","Partly Cloudy","SCT044 SCT060","89","71",NA,NA,"55%",NA,"95","30.1","1018.8",NA,NA,NA,"2021-06-09","2021-06-09 14:53:00"
"KCUB","2021-06-09","15:53","Vrbl 3","10","Thunderstorm in Vicinity","FEW047","85","75",NA,NA,"72%",NA,"93","30.07","1018","0.09",NA,NA,"2021-06-10","2021-06-09 15:53:00"
"KCUB","2021-06-09","16:53","N 6","3","Thunderstorm in Vicinity Light Rain Fog/Mist","SCT050 BKN070 OVC110","73","70",NA,NA,"90%",NA,NA,"30.07","1017.9","0.28","0.37",NA,"2021-06-10","2021-06-09 16:53:00"
"KCUB","2021-06-09","17:53","Calm","10","Partly Cloudy","FEW060 SCT100","83","75",NA,NA,"77%",NA,"90","30.06","1017.7","0.36",NA,NA,"2021-06-10","2021-06-09 17:53:00"
"KCUB","2021-06-09","18:53","Calm","10","Fair","CLR","81","76",NA,NA,"85%",NA,"87","30.05","1017.2",NA,NA,NA,"2021-06-10","2021-06-09 18:53:00"
"KCUB","2021-06-09","19:53","Vrbl 3","10","A Few Clouds","FEW070","79","74","90","73","85%",NA,"83","30.07","1018",NA,NA,"0.73","2021-06-10","2021-06-09 19:53:00"
"KCUB","2021-06-09","20:53","Calm","10","Fair","CLR","77","72",NA,NA,"85%",NA,"78","30.07","1017.9",NA,NA,NA,"2021-06-10","2021-06-09 20:53:00"
"KCUB","2021-06-09","21:53","Calm","10","Fair","CLR","74","69",NA,NA,"85%",NA,NA,"30.08","1018.2",NA,NA,NA,"2021-06-10","2021-06-09 21:53:00"
"KCUB","2021-06-09","22:53","Calm","10","Fair","CLR","73","70",NA,NA,"90%",NA,NA,"30.08","1018.2",NA,NA,NA,"2021-06-10","2021-06-09 22:53:00"
"KCUB","2021-06-09","23:53","Calm","10","Fair","CLR","73","70",NA,NA,"90%",NA,NA,"30.07","1017.8",NA,NA,NA,"2021-06-10","2021-06-09 23:53:00"
"KCUB","2021-06-10","00:53","Calm","10","Fair","CLR","73","70",NA,NA,"90%",NA,NA,"30.06","1017.6",NA,NA,NA,"2021-06-10","2021-06-10 00:53:00"
"KCUB","2021-06-10","01:53","Calm","10","Fair","CLR","73","70","79","72","90%",NA,NA,"30.05","1017.4",NA,NA,NA,"2021-06-10","2021-06-10 01:53:00"
"KCUB","2021-06-10","02:53","Calm","10","Fair","CLR","72","70",NA,NA,"94%",NA,NA,"30.04","1016.9",NA,NA,NA,"2021-06-10","2021-06-10 02:53:00"
"KCUB","2021-06-10","03:53","Calm","10","Fair","CLR","72","70",NA,NA,"94%",NA,NA,"30.04","1016.8",NA,NA,NA,"2021-06-10","2021-06-10 03:53:00"
"KCUB","2021-06-10","04:53","Calm","9","Partly Cloudy","SCT060","72","70",NA,NA,"94%",NA,NA,"30.03","1016.5",NA,NA,NA,"2021-06-10","2021-06-10 04:53:00"
"KCUB","2021-06-10","05:53","Calm","9","A Few Clouds","FEW070","72","70",NA,NA,"94%",NA,NA,"30.03","1016.4",NA,NA,NA,"2021-06-10","2021-06-10 05:53:00"
"KCUB","2021-06-10","06:53","Calm","7","Fair","CLR","72","70",NA,NA,"94%",NA,NA,"30.03","1016.8",NA,NA,NA,"2021-06-10","2021-06-10 06:53:00"
"KCUB","2021-06-10","07:53","S 5","10","Fair","CLR","74","72","74","72","94%",NA,NA,"30.03","1016.7",NA,NA,NA,"2021-06-10","2021-06-10 07:53:00"
"KCUB","2021-06-10","08:53","S 6","10","Fair","CLR","77","73",NA,NA,"88%",NA,"78","30.04","1017",NA,NA,NA,"2021-06-10","2021-06-10 08:53:00"
"KCUB","2021-06-10","09:53","SW 5","10","Fair","CLR","81","73",NA,NA,"77%",NA,"86","30.04","1016.8",NA,NA,NA,"2021-06-10","2021-06-10 09:53:00"
"KCUB","2021-06-10","10:53","SW 5","10","Fair","CLR","84","72",NA,NA,"67%",NA,"90","30.03","1016.7",NA,NA,NA,"2021-06-10","2021-06-10 10:53:00"
"KCUB","2021-06-10","11:53","SW 5","10","A Few Clouds","FEW039","86","71",NA,NA,"61%",NA,"91","30.03","1016.6",NA,NA,NA,"2021-06-10","2021-06-10 11:53:00"
"KCUB","2021-06-10","12:53","SW 8","10","Partly Cloudy","FEW041 FEW055 SCT070","88","70",NA,NA,"55%",NA,"93","30.01","1015.9",NA,NA,NA,"2021-06-10","2021-06-10 12:53:00"
